id; instituição; programa; grau_academico; título; data defesa; link
477; UNIVERSIDADE ESTADUAL DA PARAIBA; ENSINO DE CIÊNCIAS E MATEMÁTICA; Mestrado Profissional; PONTO, RETA E PLANO EM AMBIENTES LÁPIS E PAPEL E GEOGEBRA: CONHECIMENTO DOS ALUNOS NO 6º ANO DO ENSINO FUNDAMENTAL NO MUNICÍPIO DE PARAUPEBAS - PARÁ; 2016-12-22; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5020820
478; UNIVERSIDADE VEIGA DE ALMEIDA; Psicanálise, Saúde e Sociedade; Doutorado; O lugar do sintoma na escrita da criança; 2016-11-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3957082
479; UNIVERSIDADE ESTADUAL DO CENTRO-OESTE; Educação; Mestrado; Educação Ambiental na escola da comunidade Kaingang de Marrecas – Turvo/PR; 2017-08-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6214624
480; UNIVERSIDADE CATOLICA DE PETROPOLIS; EDUCAÇÃO; Mestrado; “A”+“VALI”+“AÇÃO” = AVALIAÇÃO UM INSTRUMENTO DE VALOR NA EDUCAÇÃO INFANTIL; 2015-11-05; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2790659
481; UNIVERSIDADE DE CAXIAS DO SUL; EDUCAÇÃO; Mestrado; A ROBÓTICA EDUCATIVA COM CRIANÇAS/JOVENS: PROCESSOS SOCIOCOGNITIVOS; 2015-09-09; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2666575
482; UNIVERSIDADE ESTADUAL DE CAMPINAS; EDUCAÇÃO; Mestrado; Conflitos entre alunos de 13 e 14 anos: causas, estratégias e finalizações; 2015-07-15; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2563045
483; UNIVERSIDADE FEDERAL DO PARANÁ; EDUCAÇÃO; Mestrado; APRENDIZAGEM COMO ESSÊNCIA DA EDUCAÇÃO HISTÓRICA: UM  PERCURSO A PARTIR DA ANÁLISE DE TESES E DISSERTAÇÕES - 1985 a  2015; 2018-03-07; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6292082
484; UNIVERSIDADE FEDERAL DA BAHIA; ENSINO, FILOSOFIA E HISTÓRIA DAS CIÊNCIAS; Mestrado; O DESENHO E A ARGUMENTAÇÃO COMO ESTRATÉGIAS DE INVESTIGAÇÃO DA APRENDIZAGEM EM BIOLOGIA (SERES VIVOS E EVOLUÇÃO); 2017-09-01; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5280017
485; CENTRO UNIVERSITÁRIO FIEO; PSICOLOGIA EDUCACIONAL; Mestrado; REPRESENTAÇÃO DE MÉTODOS DE ENSINO E APRENDIZAGEM DE PROFESSORES DE CURSOS SUPERIORES DE TECNOLOGIA; 2017-08-15; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5055216
486; UNIVERSIDADE ESTADUAL DE MARINGÁ; EDUCAÇÃO; Mestrado; ENSAIO SOBRE A COEXISTÊNCIA ENTRE COMPETIÇÃO E COOPERAÇÃO NOS JOGOS DE REGRAS E SUA REPERCUSSÃO NA INSTITUIÇÃO ESCOLAR; 2013-02-06; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=106991
487; UNIVERSIDADE FEDERAL DO CEARÁ; EDUCAÇÃO; Mestrado; AQUISIÇÃO DA LINGUAGEM ESCRITA DE ALUNOS COM DEFICIÊNCIA INTELECTUAL: O USO DE JOGOS PEDAGÓGICOS NA SALA DE AULA DE RECURSO MULTIFUNCIONAL.; 2014-09-30; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1802544
488; UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO; ENSINO DAS CIÊNCIAS; Mestrado; A CONSTRUÇÃO DA MEDIDA DO TEMPO: UMA APRENDIZAGEM COGNITIVA E SOCIAL; 2014-02-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2440663
489; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; INFORMÁTICA NA EDUCAÇÃO; Doutorado; CONSTRUMED : metodologia para a construção de materiais educacionais digitais baseados no design pedagógico; 2014-09-05; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1320010
490; FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE; ENSINO DE CIÊNCIAS E MATEMÁTICA; Mestrado; UM OLHAR SOBRE O ENSINO DE FÍSICA NA PERSPECTIVA DO ENEM; 2014-08-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1509201
491; UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO; EDUCAÇÃO; Mestrado; Desenvolvimento Moral e história de vida: Um estudo sobre os princípios éticos subjacentes às ações do lider comunitário; 2009-09-01; 
492; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; O bom professor deve ...: os discursos dos Concursos Públicos para professores e professoras da Educação Básica; 2009-09-01; 
493; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; ENSINO DE FÍSICA; Profissionalizante; Ensino de Ciências na 5° Série Através de Software Educacional: O Depertar Para a Física; 2009-02-01; 
494; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; ENSINO DE MATEMÁTICA; Mestrado Profissional; Programação em SCRATCH na Sala de Aula de Matemática: investigações sobre a construção de conceito de ângulo; 2017-07-10; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5116280
495; UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ; Ensino de Física  - PROFIS; Mestrado Profissional; COMPARANDO A INFLUÊNCIA ENTRE O SOFTWARE EDUCACIONAL E OS DISPOSITIVOS CONSTRUÍDOS PARA AULAS EXPERIMENTAIS ABORDANDO O TEMA DE DINÂMICA NAS AULAS DE ENSINO MÉDIO; 2017-07-07; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6275279
496; UNIVERSIDADE DE SÃO PAULO; PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO; Doutorado; Pais, adolescentes e autonomia moral: escala de concepções educativas; 2010-01-01; 
497; UNIVERSIDADE SEVERINO SOMBRA; EDUCAÇÃO MATEMÁTICA; Profissionalizante; A CONSTRUÇÃO DO PENSAMENTO GEOMÉTRICO NA FORMAÇÃO INICIAL DE PROFESSORES DA EDUCAÇÃO INFANTIL; 2012-04-01; 
498; UNIVERSIDADE FEDERAL DE MINAS GERAIS; PSICOLOGIA; Doutorado; Subjetividade em Psicologia: um campo anterior à construção dos conceitos; 2012-10-01; 
499; UNIVERSIDADE FEDERAL DO PARANÁ; EDUCAÇÃO; Mestrado; A LINGUAGEM ORAL NA EDUCAÇÃO INFANTIL: UMA REFLEXÃO SOBRE SEUS FUNDAMENTOS E INSERÇÃO NO PLANEJAMENTO ESCOLAR; 2012-03-01; 
500; UNIVERSIDADE ESTADUAL DE LONDRINA; EDUCAÇÃO; Mestrado; FATORES PROTETIVOS E O JOGO DE REGRAS RUMMIKUB: UM ESTUDO COM ALUNOS DO 6º ANO DO ENSINO FUNDAMENTAL; 2012-03-01; 
501; CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO; EDUCAÇÃO; Mestrado; ALCANCES E LIMITES DO PROGRAMA LER E ESCREVER: UM ESTUDO DE CASO NA ESCOLA ESTADUAL PROF.ª CECÍLIA DE NEGRI.; 2012-12-01; 
502; UNIVERSIDADE FEDERAL DE ALAGOAS; Ensino de Ciências e Matemática; Mestrado Profissional; AS FRAÇÕES E OS JOGOS MATEMÁTICOS: UMA RELAÇÃO DE INTERAÇÃO EM TURMAS DO 6º ANO DO ENSINO FUNDAMENTAL; 2015-04-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2515443
503; UNIVERSIDADE FEDERAL DO RIO GRANDE; Ensino de Física  - PROFIS; Mestrado Profissional; Ensinando Física com Foguetes de água e utilizando TIC através de uma proposta multidisciplinar; 2015-12-17; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3440538
504; Universidade Federal do Amazonas; EDUCAÇÃO; Mestrado; O JOGO COMO FERRAMENTA DE APRENDIZAGEM DA MATEMÁTICA PARA OS ALUNOS DO 7º ANO; 2009-11-01; 
505; UNIVERSIDADE FEDERAL DA BAHIA; EDUCAÇÃO; Mestrado; Jogo e Matemática: uma relação possível; 2009-03-01; 
506; UNIVERSIDADE DO ESTADO DA BAHIA; EDUCAÇÃO E CONTEMPORANEIDADE; Mestrado; O Projeto Pedagógico como Estratégia de Prevenção das Dificuldades de Aprendizagem: o caso Escola Municipal João Carlos; 2009-10-01; 
507; UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ARARAQUARA; EDUCAÇÃO ESCOLAR; Mestrado; O companheirismo moral e a formação de valores em jovens universitários; 2009-09-01; 
508; CENTRO UNIVERSITÁRIO DE VOLTA REDONDA; ENSINO EM CIÊNCIAS DA SAÚDE E DO MEIO AMBIENTE; Mestrado Profissional; O ambiente Virtual de ensino e aprendizagem: aplicação da Plataforma Moodle no Ensino Presencial; 2016-03-18; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3860638
509; PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO; TECNOLOGIAS DA INTELIGÊNCIA E DESIGN DIGITAL; Mestrado; Teorias da aprendizagem construtivistas: uma proposta de ensino utilizando ambientes virtuais de ensino aprendizagem para propor uma abordagem construtivista no ensino presencial; 2013-06-04; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=129001
510; PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO; EDUCAÇÃO MATEMÁTICA; Profissionalizante; NÚMEROS INTEIROS: Panorama de Pesquisas Produzidas de 2001 a 2010; 2012-10-01; 
